MCD;S&P;DJ;Wendy;YUM;Starbuck;Coca;Wheat;Oil;Commodity;sugar;Volatilty;War
1;-0,0042;-0,0018;-0,0047;-0,0132;-0,0103;0,0013;0,0234;0,0158;0,0143;0,0167;0,0088;1,0000
1;-0,0012;0,0009;0,0153;0,0007;-0,0001;-0,0065;0,0022;-0,0029;0,0042;0,0011;0,0405;1,0000
0;-0,0016;0,0023;-0,0183;-0,0133;-0,0132;-0,0046;0,0052;0,0197;-0,0053;0,0011;-0,0256;1,0000
0;-0,0008;-0,0026;-0,0075;0,0018;-0,0045;-0,0039;-0,0086;0,0053;0,0044;0,0222;-0,0180;1,0000
0;0,0156;0,0129;0,0185;-0,0190;0,0425;0,0044;0,0245;-0,0234;-0,0011;-0,0124;-0,0921;1,0000
1;-0,0067;-0,0123;-0,0080;-0,0050;-0,0141;-0,0136;-0,0142;-0,0398;-0,0105;0,0045;0,0654;1,0000
0;-0,0028;-0,0014;0,0090;0,0016;0,0015;0,0055;-0,0319;0,0056;-0,0232;0,0051;0,0622;1,0000
1;0,0142;0,0097;-0,0057;-0,0014;0,0013;0,0017;-0,0093;-0,0480;0,0096;0,0034;-0,0357;1,0000
0;0,0121;0,0103;0,0247;0,0183;0,0206;0,0167;-0,0113;0,0228;0,0065;-0,0102;-0,0566;1,0000
1;0,0262;0,0137;0,0063;0,0227;0,0330;-0,0032;0,0339;-0,0086;0,0205;0,0184;-0,0697;1,0000
1;-0,0115;-0,0071;0,0064;0,0067;-0,0146;0,0164;-0,0168;0,0240;0,0099;-0,0040;0,0755;1,0000
1;0,0013;0,0028;-0,0116;-0,0201;-0,0250;0,0097;0,0438;-0,0178;0,0110;0,0000;0,0056;1,0000
0;-0,0093;-0,0043;0,0063;-0,0067;0,0006;0,0037;0,0145;0,0211;-0,0008;-0,0235;0,0057;1,0000
1;0,0099;0,0051;-0,0049;-0,0046;0,0032;-0,0023;-0,0586;-0,0171;-0,0152;-0,0251;-0,0798;1,0000
0;0,0059;0,0015;0,0068;0,0075;0,0087;-0,0165;-0,0162;-0,0578;-0,0038;-0,0171;-0,0131;1,0000
0;0,0276;0,0243;0,0240;0,0121;0,0289;0,0143;0,0089;-0,0188;-0,0004;-0,0090;-0,0300;1,0000
1;-0,0084;-0,0069;-0,0065;0,0028;0,0077;-0,0136;-0,0006;0,0158;0,0174;-0,0294;0,0417;1,0000
0;0,0192;0,0215;0,0260;0,0111;0,0182;0,0051;0,0463;0,0513;0,0153;0,0083;-0,1047;1,0000
1;-0,0030;-0,0046;-0,0046;-0,0014;0,0036;-0,0032;-0,0220;0,0189;-0,0105;0,0148;-0,0055;1,0000
0;-0,0045;-0,0067;0,0061;0,0102;0,0021;-0,0046;-0,0050;-0,0054;0,0008;-0,0089;0,0085;1,0000
1;-0,0092;-0,0062;0,0026;-0,0061;-0,0018;-0,0043;-0,0041;0,0048;-0,0413;0,0241;0,0590;1,0000
0;-0,0115;-0,0052;-0,0010;-0,0063;-0,0174;-0,0032;-0,0501;-0,0793;0,0015;-0,0090;0,0663;1,0000
1;-0,0008;-0,0015;-0,0086;-0,0039;0,0005;0,0037;-0,0404;-0,0067;0,0157;-0,0084;-0,0892;1,0000
1;0,0150;0,0112;0,0005;0,0078;0,0048;-0,0079;0,0664;0,0201;0,0377;0,0270;-0,0091;1,0000
1;0,0036;0,0023;-0,0155;-0,0043;-0,0083;0,0021;0,0407;0,0426;-0,0181;0,0295;-0,0162;1,0000
0;0,0016;-0,0042;0,0331;0,0053;0,0033;-0,0171;-0,0019;-0,0097;-0,0487;0,0107;0,2572;1,0000
0;0,0106;0,0105;0,0254;0,0282;0,0376;0,0234;-0,0451;-0,0824;-0,0044;-0,0149;0,0477;1,0000
1;-0,0088;-0,0082;-0,0021;-0,0028;-0,0005;0,0029;-0,0432;0,0252;-0,0261;-0,0404;-0,2498;1,0000
0;-0,0007;0,0027;0,0107;0,0031;0,0012;0,0072;-0,0511;-0,0366;-0,0030;0,0151;-0,0646;1,0000
1;-0,0201;-0,0156;-0,0163;-0,0237;-0,0173;-0,0100;-0,0062;-0,0177;0,0044;0,0011;0,2034;1,0000
0;-0,0030;-0,0020;-0,0052;0,0159;-0,0055;-0,0021;0,0191;0,0200;0,0025;0,0126;-0,0758;1,0000
0;0,0306;0,0268;0,0476;0,0186;0,0387;0,0187;-0,0214;0,0181;0,0077;-0,0038;-0,0890;1,0000
1;0,0095;0,0064;0,0218;0,0078;0,0259;0,0119;-0,0144;0,0321;-0,0320;-0,0005;0,0012;1,0000
1;-0,0013;-0,0015;-0,0039;-0,0010;0,0047;0,0074;-0,0402;-0,0181;-0,0223;-0,0038;-0,0276;1,0000
1;0,0245;0,0215;0,0101;0,0189;0,0152;0,0214;0,0013;-0,0403;-0,0042;-0,0113;-0,0043;1,0000
1;0,0022;-0,0013;0,0350;0,0033;0,0130;0,0061;-0,0570;0,0099;-0,0246;0,0032;-0,0722;1,0000
0;-0,0325;-0,0242;-0,0472;-0,0247;-0,0437;-0,0101;-0,0408;-0,0683;0,0070;0,0011;0,1185;1,0000
0;0,0146;0,0100;0,0192;0,0152;0,0260;0,0074;0,0269;0,0198;0,0062;0,0065;-0,0882;1,0000
1;-0,0038;-0,0050;-0,0183;-0,0077;-0,0007;-0,0344;-0,0002;-0,0304;-0,0127;-0,0128;0,0313;1,0000
1;-0,0388;-0,0279;-0,0088;-0,0290;-0,0437;-0,0011;-0,0194;-0,0165;-0,0218;-0,0005;0,2391;1,0000
1;-0,0291;-0,0273;-0,0268;-0,0248;-0,0411;-0,0063;0,0002;0,0022;-0,0104;-0,0085;-0,0161;1,0000
0;-0,0238;-0,0194;-0,0096;-0,0265;0,0056;-0,0173;-0,0005;-0,0069;-0,0021;-0,0218;0,0964;1,0000
0;-0,0108;-0,0081;0,0032;0,0025;-0,0126;-0,0057;-0,0033;-0,0049;0,0080;0,0163;0,0041;1,0000
0;0,0095;0,0080;-0,0005;0,0070;0,0062;0,0060;0,0028;0,0226;0,0063;0,0005;-0,0408;1,0000
1;0,0031;0,0005;-0,0053;0,0064;-0,0009;-0,0016;-0,0194;0,0077;-0,0010;-0,0302;-0,0053;1,0000
0;-0,0163;-0,0105;0,0080;-0,0140;-0,0047;-0,0119;0,0510;-0,0031;0,0062;0,0140;0,0117;1,0000
0;0,0184;0,0133;0,0108;0,0074;0,0412;0,0105;-0,0172;0,0171;0,0203;-0,0031;-0,0408;1,0000
1;-0,0075;-0,0054;-0,0054;-0,0169;-0,0283;-0,0049;0,0163;0,0140;0,0064;-0,0046;0,1041;1,0000
0;-0,0063;-0,0067;-0,0117;0,0142;0,0233;-0,0201;-0,0425;0,0051;-0,0022;0,0021;-0,0853;1,0000
1;0,0247;0,0176;0,0145;0,0171;0,0298;0,0059;-0,0605;-0,0035;0,0084;-0,0107;-0,0276;1,0000
1;0,0199;0,0161;0,0409;0,0188;0,0277;0,0036;0,0125;0,0086;0,0143;0,0036;-0,0185;1,0000
1;0,0095;0,0060;0,0977;0,0133;-0,0033;0,0008;-0,0044;0,0341;0,0002;-0,0071;-0,1034;1,0000
0;-0,0081;0,0015;-0,0234;0,0022;-0,0095;0,0185;-0,0056;0,0051;0,0036;-0,0035;0,0787;1,0000
1;0,0186;0,0198;0,0024;0,0170;0,0004;0,0308;-0,0296;-0,0047;0,0007;-0,0010;-0,0322;1,0000
1;0,0001;0,0003;0,0122;0,0177;0,0203;0,0163;0,0182;-0,0260;0,0024;-0,0090;0,0085;1,0000
1;-0,0058;-0,0075;-0,0215;0,0047;0,0091;-0,0196;-0,0264;0,0091;0,0178;0,0091;-0,1843;1,0000
0;-0,0404;-0,0357;-0,0477;-0,0268;-0,0331;-0,0696;-0,0246;0,0239;-0,0224;-0,0030;0,2322;1,0000
0;0,0202;0,0134;0,0132;0,0026;0,0180;-0,0027;-0,0366;-0,0250;-0,0068;-0,0085;-0,0612;1,0000
0;-0,0039;0,0008;0,0035;-0,0058;-0,0421;0,0037;0,0240;-0,0158;0,0129;0,0163;-0,0004;1,0000
0;0,0239;0,0147;0,0076;0,0210;0,0815;0,0188;0,0688;0,0336;0,0143;0,0266;0,0085;1,0000
1;-0,0013;-0,0033;0,0703;0,0148;-0,0023;0,0031;-0,0062;0,0411;-0,0076;0,0284;0,0165;1,0000
0;-0,0165;-0,0102;-0,1122;-0,0166;-0,0250;0,0047;0,0593;0,0040;0,0218;0,0049;0,0181;1,0000
0;0,0025;-0,0026;0,0140;0,0058;-0,0222;-0,0093;0,0235;0,0596;-0,0042;0,0005;-0,0400;1,0000
0;-0,0320;-0,0199;-0,0315;-0,0458;-0,0396;-0,0020;0,0000;-0,0323;-0,0422;-0,0064;0,0219;1,0000
0;-0,0057;-0,0030;-0,0218;-0,0020;-0,0124;0,0036;-0,0125;-0,0609;-0,0070;-0,0261;-0,0049;1,0000
1;-0,0356;-0,0312;-0,0269;-0,0242;-0,0510;-0,0080;0,0009;0,0139;-0,0078;0,0202;0,5652;1,0000
0;0,0299;0,0281;0,0073;0,0297;0,0983;0,0309;0,0281;0,0042;0,0257;0,0086;-0,3474;1,0000
1;0,0048;0,0020;-0,0159;-0,0060;-0,0138;-0,0057;0,0312;0,0527;-0,0156;0,0000;0,0093;1,0000
0;0,0057;0,0026;-0,0116;-0,0107;0,0098;-0,0181;-0,0093;-0,0262;0,0117;-0,0122;-0,0355;1,0000
0;-0,0363;-0,0277;-0,0203;-0,0210;-0,0253;-0,0239;-0,0002;0,0046;-0,0074;-0,0258;0,1710;1,0000
0;0,0247;0,0185;0,0161;0,0224;0,0246;0,0096;-0,0282;-0,0064;0,0097;-0,0036;-0,1344;1,0000
1;0,0021;0,0019;-0,0015;0,0018;-0,0118;0,0078;-0,0056;0,0327;0,0093;0,0210;-0,1416;1,0000
0;-0,0281;-0,0238;-0,0260;-0,0378;-0,0301;-0,0135;-0,0030;0,0031;0,0146;0,0016;0,1916;1,0000
0;0,0057;0,0070;0,0190;-0,0092;0,0008;0,0106;0,0200;0,0321;-0,0098;0,0021;-0,0402;1,0000
1;-0,0277;-0,0282;-0,0361;-0,0164;-0,0132;-0,0145;-0,0033;-0,0346;-0,0160;-0,0151;0,2315;1,0000
0;-0,0148;-0,0105;-0,0010;-0,0100;-0,0151;0,0038;-0,0023;-0,0166;-0,0005;-0,0317;0,1364;1,0000
0;-0,0006;0,0071;0,0117;0,0085;-0,0129;0,0137;-0,0184;0,0101;0,0079;0,0127;-0,0628;1,0000
1;0,0161;0,0145;0,0054;0,0119;0,0204;0,0098;-0,0100;0,0019;-0,0190;-0,0061;-0,0325;1,0000
1;-0,0002;-0,0011;-0,0211;0,0016;0,0013;-0,0089;-0,0192;-0,0522;0,0112;-0,0257;-0,0405;1,0000
1;-0,0121;-0,0033;0,0000;0,0090;-0,0175;0,0045;0,0219;0,0118;0,0046;0,0100;-0,1332;1,0000
0;0,0112;0,0101;0,0190;0,0165;0,0142;0,0026;-0,0153;0,0259;0,0239;-0,0020;0,0250;1,0000
1;-0,0034;-0,0026;-0,0238;0,0134;-0,0110;0,0118;0,0088;0,0363;0,0269;-0,0059;0,0791;1,0000
0;-0,0169;-0,0119;-0,0019;-0,0072;-0,0103;-0,0003;0,0208;0,0669;-0,0059;-0,0044;0,0804;1,0000
0;-0,0027;0,0040;-0,0019;-0,0102;-0,0192;0,0061;0,0283;-0,0404;0,0123;-0,0049;-0,0254;1,0000
0;0,0043;0,0025;-0,0061;0,0150;-0,0029;0,0054;0,0309;0,0232;0,0000;0,0287;-0,0030;1,0000
1;-0,0097;-0,0042;-0,0042;0,0083;-0,0090;0,0101;-0,0176;-0,0021;-0,0045;0,0128;0,0245;1,0000
1;-0,0126;-0,0080;-0,0309;-0,0005;-0,0451;-0,0011;-0,0067;-0,0562;-0,0071;-0,0031;0,1289;1,0000
1;0,0081;0,0030;0,0129;-0,0094;-0,0372;-0,0052;0,0346;-0,0128;0,0152;0,0020;-0,0487;1,0000
0;0,0034;0,0040;-0,0123;0,0024;0,0057;0,0140;0,0262;0,0404;0,0014;0,0124;-0,0282;1,0000
1;-0,0157;-0,0156;-0,0244;-0,0191;-0,0007;-0,0034;-0,0214;-0,0101;-0,0173;-0,0062;0,0468;1,0000
0;-0,0063;-0,0019;0,0063;-0,0113;-0,0022;0,0008;-0,0207;-0,0699;0,0194;0,0010;0,0147;1,0000
1;0,0123;0,0097;0,0191;0,0085;0,0322;0,0039;0,0128;0,0343;-0,0120;0,0188;-0,0237;1,0000
1;0,0071;0,0027;0,0018;0,0131;0,0106;0,0063;-0,0404;-0,0162;-0,0393;-0,0245;-0,0372;1,0000
1;0,0051;0,0044;-0,0023;-0,0007;0,0038;0,0090;-0,0411;-0,0697;-0,0039;-0,0010;-0,0249;1,0000
1;0,0143;0,0102;0,0219;0,0323;0,0104;0,0096;0,0152;0,0139;0,0139;0,0182;-0,0743;1,0000
1;-0,0123;-0,0129;-0,0192;-0,0228;-0,0190;-0,0066;-0,0181;-0,0225;0,0383;0,0010;0,0472;1,0000
0;0,0113;0,0074;0,0009;0,0011;0,0119;0,0036;-0,0112;0,0284;-0,0025;0,0047;-0,0586;1,0000
1;-0,0004;-0,0058;-0,0162;-0,0283;-0,0306;0,0080;-0,0009;-0,0032;0,0200;-0,0067;0,0043;1,0000
0;0,0117;0,0080;0,0155;0,0249;0,0221;0,0002;0,0522;0,0709;0,0110;0,0185;-0,0383;1,0000
1;0,0123;0,0123;0,0078;-0,0043;0,0029;0,0106;-0,0312;0,0167;0,0416;0,0128;-0,0503;1,0000
0;0,0224;0,0155;0,0121;0,0427;0,0516;-0,0027;0,0269;0,0835;0,0027;0,0070;-0,1356;1,0000
1;0,0214;0,0182;0,0185;0,0108;0,0483;0,0184;-0,0736;-0,0145;-0,0329;-0,0091;-0,0697;1,0000
1;-0,0074;0,0000;-0,0075;-0,0244;-0,0416;0,0107;0,0589;-0,0638;-0,0664;-0,0209;0,0490;1,0000
0;-0,0130;-0,0069;0,0090;0,0038;-0,0508;0,0007;0,0000;-0,0578;-0,0026;-0,0057;0,0004;1,0000
1;-0,0043;-0,0034;-0,0140;-0,0017;-0,0050;-0,0183;0,0151;0,0312;0,0419;0,0073;-0,0527;1,0000
0;0,0257;0,0200;0,0147;0,0068;0,0429;0,0051;-0,1048;-0,0247;-0,1088;0,0084;-0,0893;1,0000
0;-0,0072;-0,0056;0,0057;0,0171;-0,0054;-0,0396;-0,0577;-0,1213;0,0177;-0,0252;-0,0118;1,0000
0;-0,0295;-0,0237;-0,0274;-0,0457;-0,0619;-0,0238;-0,1068;0,0360;0,0811;0,0083;0,1491;1,0000
0;-0,0079;-0,0053;-0,0214;-0,0081;-0,0164;0,0016;0,0573;0,0322;0,0426;-0,0041;0,0261;1,0000
0;-0,0053;-0,0029;-0,0300;-0,0189;-0,0134;0,0006;0,0458;0,0744;0,0036;0,0222;0,0108;1,0000
0;0,0186;0,0179;-0,0013;0,0165;0,0292;0,0074;0,2178;-0,0265;0,0271;0,0156;-0,1054;1,0000
1;-0,0155;-0,0176;-0,0013;-0,0209;-0,0180;-0,0043;0,0567;0,0695;0,0408;0,0164;0,1002;1,0000
0;-0,0024;-0,0049;0,0009;-0,0092;-0,0085;-0,0097;0,0795;0,0803;0,0119;0,0189;0,0905;1,0000
0;0,0224;0,0251;0,0129;0,0194;0,0173;0,0387;0,1008;0,0451;-0,0138;0,0006;-0,0880;1,0000
1;0,0150;0,0028;0,0195;-0,0019;0,0152;-0,0175;-0,0896;-0,0131;0,0058;-0,0180;-0,0087;1,0000
0;-0,0184;-0,0138;-0,0165;-0,0200;-0,0372;-0,0111;0,0571;0,0077;0,0071;-0,0113;0,0339;1,0000
0;-0,0101;-0,0142;-0,0150;-0,0138;-0,0025;-0,0042;0,0376;-0,0027;0,0125;0,0027;0,0284;1,0000
1;-0,0072;-0,0068;0,0000;0,0188;0,0031;0,0068;0,0593;0,0141;0,0023;0,0154;-0,0008;1,0000
0;-0,0212;-0,0178;-0,0186;0,0011;-0,0224;0,0200;-0,0013;-0,0075;0,0060;-0,0044;0,1657;1,0000
0;0,0009;-0,0016;-0,0043;0,0028;0,0071;-0,0002;0,0224;-0,0203;0,0043;0,0116;-0,0328;1,0000
0;0,0158;0,0122;0,0162;0,0132;0,0092;0,0038;0,0010;0,0173;-0,0074;0,0000;-0,1388;1,0000
1;-0,0038;-0,0049;-0,0031;-0,0055;-0,0009;0,0065;-0,0244;-0,0355;0,0041;-0,0028;0,0471;0,0000
0;-0,0190;-0,0143;-0,0013;-0,0168;-0,0166;-0,0178;0,0019;0,0253;0,0075;-0,0077;0,1480;0,0000
0;-0,0181;-0,0147;-0,0209;-0,0278;-0,0187;0,0056;0,0340;0,0358;-0,0017;-0,0022;0,1502;0,0000
0;0,0145;0,0086;0,0280;0,0218;0,0233;-0,0155;-0,0172;0,0025;0,0079;-0,0097;-0,0461;0,0000
0;0,0084;0,0106;0,0129;-0,0009;-0,0028;0,0065;0,0080;0,0034;-0,0060;0,0221;-0,0719;0,0000
1;-0,0037;0,0000;-0,0071;-0,0015;0,0020;0,0105;0,0130;-0,0215;-0,0012;0,0017;0,0157;0,0000
0;0,0052;-0,0006;0,0040;-0,0006;-0,0098;-0,0106;0,0072;-0,0107;0,0046;-0,0099;-0,0421;0,0000
0;-0,0244;-0,0145;-0,0114;0,0013;-0,0183;0,0070;0,0153;0,0226;-0,0017;0,0133;0,1195;0,0000
0;0,0094;0,0063;-0,0125;0,0130;-0,0104;0,0102;-0,0043;0,0228;0,0029;0,0033;-0,0199;0,0000
1;0,0069;0,0078;0,0052;-0,0127;0,0045;-0,0074;-0,0182;0,0007;0,0048;-0,0298;-0,1160;0,0000
0;0,0189;0,0117;0,0186;0,0240;0,0114;0,0028;0,0102;0,0006;0,0095;0,0143;-0,0506;0,0000
1;0,0243;0,0165;0,0198;0,0202;0,0198;0,0199;-0,0318;0,0153;0,0011;0,0011;-0,1206;0,0000
1;-0,0054;-0,0002;-0,0018;-0,0027;-0,0027;0,0008;0,0119;0,0024;0,0079;-0,0114;-0,0462;0,0000
0;-0,0015;-0,0038;-0,0018;-0,0156;-0,0147;-0,0037;-0,0226;-0,0085;0,0102;-0,0043;0,0362;0,0000
0;-0,0122;-0,0019;-0,0071;-0,0340;-0,0111;-0,0023;-0,0281;0,0204;0,0026;-0,0154;0,0487;0,0000
0;0,0028;0,0029;0,0196;0,0169;0,0186;-0,0081;0,0219;0,0275;-0,0118;-0,0016;0,0549;0,0000
0;-0,0189;-0,0130;-0,0090;0,0050;0,0062;-0,0049;0,0263;-0,0215;-0,0017;-0,0048;0,0625;0,0000
1;-0,0110;-0,0089;-0,0436;-0,0071;-0,0119;-0,0041;-0,0130;-0,0203;-0,0011;-0,0016;0,0969;0,0000
0;-0,0097;-0,0096;0,0122;-0,0149;-0,0088;0,0016;-0,0078;-0,0007;0,0084;-0,0073;0,0244;0,0000
0;-0,0184;-0,0151;-0,0176;-0,0054;-0,0239;-0,0080;0,0358;0,0179;0,0076;0,0220;0,1894;0,0000
0;0,0008;-0,0056;-0,0119;-0,0136;-0,0223;0,0080;0,0371;0,0192;0,0127;0,0191;-0,0229;0,0000
0;-0,0142;-0,0049;0,0021;-0,0026;-0,0142;0,0059;-0,0070;0,0207;-0,0111;0,0122;0,1201;0,0000
1;0,0028;0,0011;-0,0142;-0,0116;-0,0016;0,0015;-0,0145;-0,0063;0,0177;-0,0136;-0,0504;0,0000
0;0,0092;0,0051;-0,0033;-0,0210;-0,0188;0,0003;-0,0162;0,0175;0,0212;0,0127;-0,0779;0,0000
0;-0,0014;-0,0045;-0,0042;-0,0140;-0,0143;0,0017;0,0108;0,0382;-0,0009;0,0157;0,0027;0,0000
0;-0,0041;-0,0001;0,0004;-0,0115;-0,0321;-0,0023;0,0046;-0,0085;0,0048;-0,0122;-0,0599;0,0000
0;-0,0010;-0,0047;0,0088;0,0103;0,0063;-0,0053;0,0168;-0,0070;0,0025;-0,0077;0,0403;0,0000
1;-0,0194;-0,0107;-0,0008;-0,0127;-0,0333;0,0083;-0,0194;0,0207;-0,0045;-0,0082;0,0902;0,0000
0;-0,0006;0,0059;-0,0008;0,0053;-0,0209;0,0167;-0,0120;0,0112;0,0100;-0,0219;0,0063;0,0000
0;0,0064;0,0068;0,0017;-0,0168;-0,0025;0,0015;0,0158;0,0120;0,0074;0,0005;-0,0091;0,0000
1;-0,0026;-0,0016;-0,0008;0,0034;0,0063;0,0073;-0,0165;0,0116;-0,0032;-0,0074;-0,0073;0,0000
1;-0,0030;-0,0025;0,0013;-0,0019;-0,0012;-0,0029;-0,0115;-0,0231;-0,0007;0,0053;0,0097;0,0000
0;0,0014;0,0025;0,0072;0,0049;0,0070;0,0012;-0,0102;0,0056;0,0018;-0,0168;-0,0331;0,0000
1;-0,0010;0,0026;0,0030;-0,0002;0,0118;0,0039;0,0054;0,0076;-0,0011;0,0074;0,0289;0,0000
0;0,0138;0,0098;0,0116;0,0197;0,0165;0,0074;-0,0255;0,0054;0,0109;-0,0130;0,0191;0,0000
1;0,0062;0,0055;0,0152;0,0053;0,0056;0,0007;-0,0132;0,0241;0,0056;-0,0016;-0,0442;0,0000
1;0,0102;0,0074;0,0035;0,0094;0,0124;0,0071;0,0009;0,0142;0,0185;-0,0010;-0,1176;0,0000
1;0,0178;0,0160;0,0097;0,0137;0,0211;0,0040;0,0188;0,0231;0,0196;0,0277;-0,1052;0,0000
1;-0,0114;-0,0123;0,0098;-0,0027;-0,0050;-0,0033;0,0273;0,0424;-0,0112;0,0081;0,0572;0,0000
1;-0,0103;-0,0148;0,0122;-0,0124;-0,0437;-0,0157;0,0035;-0,0371;-0,0095;-0,0272;0,0906;0,0000
0;-0,0087;-0,0008;-0,0054;0,0088;-0,0095;0,0102;0,0058;-0,0210;0,0139;-0,0149;-0,0284;0,0000
1;0,0163;0,0108;0,0109;0,0033;-0,0003;0,0045;0,0192;0,0213;0,0046;0,0057;0,0225;0,0000
1;-0,0075;-0,0030;-0,0014;-0,0011;-0,0074;0,0007;-0,0376;0,0020;-0,0067;-0,0183;0,0689;0,0000
0;-0,0091;-0,0089;-0,0099;-0,0129;-0,0100;0,0263;0,0000;-0,0079;-0,0024;0,0005;-0,0043;0,0000
0;0,0095;0,0060;0,0031;0,0056;0,0120;0,0259;0,0045;-0,0053;0,0043;-0,0036;-0,1052;0,0000
1;-0,0072;0,0000;0,0004;0,0105;-0,0077;-0,0025;0,0110;0,0103;-0,0112;0,0010;-0,0214;0,0000
1;0,0031;0,0010;0,0045;0,0034;-0,0001;-0,0038;-0,0224;-0,0196;0,0150;-0,0066;-0,0575;0,0000
0;0,0207;0,0140;0,0110;0,0189;0,0256;0,0055;-0,0100;0,0043;0,0090;0,0175;-0,1408;0,0000
1;0,0117;0,0187;0,0350;0,0324;0,0191;0,0256;0,0028;0,0368;0,0131;0,0167;-0,1122;0,0000
1;-0,0084;-0,0017;0,0047;-0,0134;-0,0016;0,0089;0,0031;0,0487;0,0027;0,0219;0,0734;0,0000
1;0,0142;0,0182;0,0334;0,0269;0,0254;0,0147;-0,0149;-0,0036;0,0040;0,0070;-0,0100;0,0000
1;-0,0118;-0,0134;-0,0097;0,0031;-0,0089;-0,0029;0,0360;0,0142;-0,0054;0,0011;0,0713;0,0000
0;-0,0190;-0,0186;-0,0311;-0,0192;-0,0098;-0,0390;0,0061;-0,0092;-0,0224;0,0000;0,1510;0,0000
0;0,0132;0,0068;-0,0038;0,0085;0,0006;0,0158;-0,0418;-0,0539;0,0007;-0,0307;-0,0698;0,0000
1;-0,0227;-0,0253;-0,0265;-0,0211;-0,0290;-0,0307;-0,0218;0,0264;-0,0544;-0,0083;0,3994;0,0000
0;0,0023;-0,0003;0,0009;0,0023;0,0034;-0,0081;-0,0134;-0,1306;0,0037;-0,0291;-0,0202;0,0000
1;0,0017;0,0055;0,0000;0,0009;0,0191;0,0074;-0,0225;-0,0014;0,0088;-0,0090;0,0264;0,0000
1;-0,0032;0,0005;-0,0027;-0,0039;0,0060;0,0062;0,0121;0,0228;0,0063;0,0177;-0,0029;0,0000
1;-0,0014;-0,0075;0,0073;-0,0004;-0,0188;-0,0051;0,0276;0,0085;-0,0126;-0,0115;0,0772;0,0000
0;0,0034;-0,0017;-0,0158;-0,0042;0,0034;-0,0089;0,0037;-0,0368;0,0009;-0,0094;0,0131;0,0000
1;-0,0026;-0,0058;0,0170;0,0038;0,0026;-0,0055;-0,0027;0,0083;-0,0080;-0,0118;0,0696;0,0000
1;0,0039;0,0015;-0,0082;0,0038;0,0032;-0,0071;0,0148;-0,0297;0,0009;0,0215;-0,0324;0,0000
0;0,0000;-0,0004;0,0092;0,0109;0,0013;0,0002;-0,0194;-0,0015;-0,0027;0,0127;-0,0283;0,0000
1;0,0072;0,0050;0,0046;0,0064;0,0025;-0,0023;0,0113;0,0011;0,0009;-0,0135;-0,0233;0,0000
1;0,0006;-0,0044;0,0112;-0,0110;-0,0160;0,0004;0,0055;-0,0098;0,0067;-0,0055;-0,0692;0,0000
0;-0,0082;-0,0066;-0,0712;-0,0031;-0,0077;0,0041;0,0118;0,0031;-0,0102;0,0265;0,0549;0,0000
1;-0,0035;-0,0031;0,0048;-0,0002;-0,0089;0,0028;0,0315;-0,0334;0,0089;-0,0151;0,0520;0,0000
0;0,0009;0,0029;0,0088;-0,0036;-0,0150;-0,0090;0,0137;0,0271;0,0053;-0,0010;0,0758;0,0000
0;0,0037;0,0056;0,0062;0,0102;0,0424;0,0042;0,0020;0,0081;0,0088;-0,0010;0,0000;0,0000
1;0,0042;-0,0009;0,0044;0,0109;-0,0040;0,0055;-0,0094;0,0312;-0,0092;0,0158;-0,0141;0,0000
1;0,0065;0,0029;0,0004;-0,0030;0,0104;0,0034;-0,0093;-0,0254;-0,0118;0,0129;-0,0450;0,0000
1;0,0037;0,0039;-0,0140;-0,0167;0,0150;-0,0012;-0,0133;-0,0363;-0,0027;-0,0082;-0,0335;0,0000
0;0,0018;0,0026;0,0224;0,0127;0,0352;-0,0035;-0,0072;-0,0017;0,0094;0,0088;0,0216;0,0000
1;0,0019;0,0025;0,0013;-0,0075;-0,0630;0,0059;0,0317;0,0057;-0,0009;0,0052;0,0220;0,0000
1;0,0098;0,0068;0,0118;0,0007;-0,0027;0,0094;0,0003;0,0092;0,0083;-0,0178;-0,0410;0,0000
1;-0,0051;-0,0074;-0,0054;-0,0031;-0,0123;0,0193;0,0168;0,0018;-0,0221;-0,0041;0,0050;0,0000
1;0,0018;0,0004;-0,0094;0,0019;0,0018;0,0044;0,0100;-0,0235;-0,0043;0,0020;0,0430;0,0000
0;0,0047;0,0018;-0,0111;-0,0050;0,0014;-0,0040;-0,0095;0,0106;0,0079;0,0139;0,0268;0,0000
0;-0,0011;0,0021;0,0076;-0,0017;0,0010;0,0018;0,0046;0,0000;0,0023;0,0162;0,0368;0,0000
0;0,0030;-0,0002;0,0018;0,0071;0,0051;-0,0051;0,0199;0,0153;-0,0200;0,0074;-0,0374;0,0000
1;0,0037;0,0043;0,0131;0,0014;0,0033;0,0089;-0,0107;-0,0163;0,0172;-0,0016;-0,0171;0,0000
0;0,0074;0,0056;-0,0023;-0,0059;0,0011;0,0039;0,0180;0,0110;0,0025;0,0053;-0,0523;0,0000
1;0,0034;-0,0010;0,0000;0,0099;0,0172;-0,0099;-0,0003;0,0063;-0,0007;-0,0248;0,0785;0,0000
1;0,0075;0,0109;-0,0081;0,0013;-0,0038;-0,0024;0,0031;0,0019;0,0096;-0,0227;-0,0406;0,0000
0;0,0171;0,0156;0,0141;0,0124;0,0100;0,0068;0,0128;0,0119;0,0179;0,0107;-0,1270;0,0000
1;0,0030;0,0000;0,0129;0,0095;-0,0022;0,0002;0,0083;0,0108;0,0096;-0,0136;-0,0607;0,0000
